RegionID,UserSegment,Device,UserTenure,Promotion,week,SessionDuration
3,Active,smartphone,1,embedded,2,136.34879999999998
3,Active,smartphone,1,embedded,3,137.0544
3,Active,smartphone,1,embedded,4,158.2728
3,Active,smartphone,1,embedded,1,162.0864
3,Active,smartphone,1,embedded,2,141.3384
3,Active,smartphone,1,embedded,3,154.5264
3,Active,smartphone,1,embedded,4,137.28959999999998
3,Active,smartphone,1,pop-up,1,103.081
3,Active,smartphone,1,pop-up,2,105.61100000000002
3,Active,smartphone,1,pop-up,3,102.33300000000001
3,Active,smartphone,1,pop-up,4,107.37100000000001
3,Active,smartphone,19,pop-up,1,93.62100000000001
3,Active,smartphone,19,pop-up,2,96.877
3,Active,smartphone,19,pop-up,3,103.87300000000002
3,Active,smartphone,19,pop-up,4,98.384
3,Active,smartphone,13,banner,1,63.820800000000006
3,Active,smartphone,13,banner,2,58.586400000000005
3,Active,smartphone,13,banner,3,59.140800000000006
3,Active,smartphone,13,banner,4,57.3408
3,Active,smartphone,3,embedded,1,141.69119999999998
3,Active,smartphone,3,embedded,2,147.672
3,Active,smartphone,3,embedded,3,127.88159999999998
3,Active,smartphone,3,embedded,4,138.96959999999999
3,Active,smartphone,4,banner,1,52.7184
3,Active,smartphone,4,banner,2,54.6336
3,Active,smartphone,4,banner,3,56.16720000000001
3,Active,smartphone,4,banner,4,57.72240000000001
3,Active,smartphone,5,pop-up,1,100.76
3,Active,smartphone,5,pop-up,2,88.671
3,Active,smartphone,5,pop-up,3,103.24600000000001
3,Active,smartphone,5,pop-up,4,91.77300000000001
3,Active,smartphone,7,banner,1,59.508
3,Active,smartphone,7,banner,2,55.720800000000004
3,Active,smartphone,7,banner,3,58.1976
3,Active,smartphone,7,banner,4,58.14000000000001
3,Active,smartphone,4,embedded,1,159.41519999999997
3,Active,smartphone,4,embedded,2,125.58
3,Active,smartphone,4,embedded,3,157.2984
3,Active,smartphone,4,embedded,4,135.77759999999998
3,Active,smartphone,5,embedded,1,153.9048
3,Active,smartphone,5,embedded,2,132.75359999999998
3,Active,smartphone,5,embedded,3,144.66479999999999
3,Active,smartphone,5,embedded,4,139.23839999999998
3,Active,smartphone,2,pop-up,1,109.61500000000001
3,Active,smartphone,2,pop-up,2,97.504
3,Active,smartphone,2,pop-up,3,95.656
3,Active,smartphone,2,pop-up,4,98.17500000000001
3,Active,smartphone,7,banner,1,47.6784
3,Active,smartphone,7,banner,2,59.6592
3,Active,smartphone,7,banner,3,60.048000000000016
3,Active,smartphone,7,banner,4,54.4392
3,Active,smartphone,3,pop-up,1,95.78800000000001
3,Active,smartphone,3,pop-up,2,98.252
3,Active,smartphone,3,pop-up,3,109.03200000000001
3,Active,smartphone,3,pop-up,4,94.435
3,Active,smartphone,23,banner,1,57.2616
3,Active,smartphone,23,banner,2,53.3016
3,Active,smartphone,23,banner,3,56.5416
3,Active,smartphone,23,banner,4,55.2312
3,Active,smartphone,6,pop-up,1,102.652
3,Active,smartphone,6,pop-up,2,94.281
3,Active,smartphone,6,pop-up,3,85.096
3,Active,smartphone,6,pop-up,4,100.41900000000001
4,Dormant,smartphone,1,banner,1,29.51795
4,Dormant,smartphone,1,banner,2,25.995549999999998
4,Dormant,smartphone,1,banner,3,32.421549999999996
4,Dormant,smartphone,1,banner,4,36.443749999999994
4,Dormant,smartphone,7,embedded,1,62.2787
4,Dormant,smartphone,7,embedded,2,64.6987
4,Dormant,smartphone,7,embedded,3,56.66430000000001
4,Dormant,smartphone,7,embedded,4,68.60700000000001
4,Dormant,smartphone,9,pop-up,1,70.4844
4,Dormant,smartphone,9,pop-up,2,77.3136
4,Dormant,smartphone,9,pop-up,3,70.79939999999999
4,Dormant,smartphone,9,pop-up,4,78.19560000000001
4,Dormant,computer,3,pop-up,1,68.0526
4,Dormant,computer,3,pop-up,2,79.98479999999999
4,Dormant,computer,3,pop-up,3,78.06960000000001
4,Dormant,computer,3,pop-up,4,69.678
4,Dormant,computer,2,banner,1,28.494549999999997
4,Dormant,computer,2,banner,2,31.160149999999998
4,Dormant,computer,2,banner,3,29.220449999999996
4,Dormant,computer,2,banner,4,31.4636
4,Dormant,computer,13,pop-up,1,67.7754
4,Dormant,computer,13,pop-up,2,84.36959999999999
4,Dormant,computer,13,pop-up,3,71.946
4,Dormant,computer,13,pop-up,4,82.05120000000001
4,Dormant,computer,7,banner,1,27.9531
4,Dormant,computer,7,banner,2,31.77895
4,Dormant,computer,7,banner,3,21.52115
4,Dormant,computer,7,banner,4,33.308099999999996
4,Dormant,computer,28,banner,1,30.86265
4,Dormant,computer,28,banner,2,34.51595
4,Dormant,computer,28,banner,3,28.518349999999995
4,Dormant,computer,28,banner,4,30.541349999999998
4,Dormant,computer,8,pop-up,1,78.3216
4,Dormant,computer,8,pop-up,2,68.1156
4,Dormant,computer,8,pop-up,3,65.1672
4,Dormant,computer,8,pop-up,4,75.1464
5,New,computer,5,embedded,1,52.23
5,New,computer,5,embedded,2,51.68
5,New,computer,5,embedded,3,46.22
5,New,computer,5,embedded,4,46.03
5,New,computer,25,banner,1,29.088
5,New,computer,25,banner,2,36.201600000000006
5,New,computer,25,banner,3,37.958400000000005
5,New,computer,25,banner,4,27.576
5,New,computer,19,banner,1,37.2888
5,New,computer,19,banner,2,30.643200000000004
5,New,computer,19,banner,3,32.140800000000006
5,New,computer,19,banner,4,32.4792
5,New,computer,8,banner,1,30.348000000000003
5,New,computer,8,banner,2,30.664800000000003
5,New,computer,8,banner,3,35.68320000000001
5,New,computer,8,banner,4,28.260000000000005
5,New,computer,4,banner,1,34.689600000000006
5,New,computer,4,banner,2,34.74
5,New,computer,4,banner,3,33.4224
5,New,computer,4,banner,4,31.514400000000002
5,New,computer,3,banner,1,32.61600000000001
5,New,computer,3,banner,2,35.16480000000001
5,New,computer,3,banner,3,32.457600000000006
5,New,computer,3,banner,4,32.162400000000005
5,New,computer,6,embedded,1,45.56
5,New,computer,6,embedded,2,55.19
5,New,computer,6,embedded,3,37.84
5,New,computer,6,embedded,4,50.07
5,New,computer,9,banner,1,34.077600000000004
5,New,computer,9,banner,2,32.702400000000004
5,New,computer,9,banner,3,31.903200000000005
5,New,computer,9,banner,4,28.9872
5,New,computer,14,banner,1,31.154400000000006
5,New,computer,14,banner,2,34.7976
5,New,computer,14,banner,3,31.7808
5,New,computer,14,banner,4,37.080000000000005
5,New,computer,11,pop-up,1,71.42850000000001
5,New,computer,11,pop-up,2,78.80730000000001
5,New,computer,11,pop-up,3,79.05040000000001
5,New,computer,11,pop-up,4,78.22100000000002
5,New,computer,23,embedded,1,50.11
5,New,computer,23,embedded,2,55.59
5,New,computer,23,embedded,3,54.37
5,New,computer,23,embedded,4,51.91
5,New,computer,6,pop-up,1,84.85620000000003
5,New,computer,6,pop-up,2,89.56090000000002
5,New,computer,6,pop-up,3,70.1844
5,New,computer,6,pop-up,4,82.9972
5,New,computer,1,banner,1,33.3072
5,New,computer,1,banner,2,34.3512
5,New,computer,1,banner,3,38.9448
5,New,computer,1,banner,4,33.7608
5,New,computer,1,embedded,1,57.37
5,New,computer,1,embedded,2,55.53
5,New,computer,1,embedded,3,51.16
5,New,computer,1,embedded,4,57.06
5,New,computer,12,embedded,1,50.59
5,New,computer,12,embedded,2,48.64
5,New,computer,12,embedded,3,50.55
5,New,computer,12,embedded,4,49.08
6,New,computer,6,embedded,1,24.75
6,New,computer,6,embedded,2,41.47
6,New,computer,6,embedded,3,35.1
6,New,computer,6,embedded,4,34.33
6,New,computer,19,banner,1,22.9968
6,New,computer,19,banner,2,21.3408
6,New,computer,19,banner,3,24.2208
6,New,computer,19,banner,4,25.956000000000003
6,New,computer,2,banner,1,26.424000000000003
6,New,computer,2,banner,2,29.901600000000002
6,New,computer,2,banner,3,19.9512
6,New,computer,2,banner,4,26.784000000000006
6,New,computer,4,pop-up,1,60.2888
6,New,computer,4,pop-up,2,52.623999999999995
6,New,computer,4,pop-up,3,67.1814
6,New,computer,4,pop-up,4,67.71050000000001
6,New,computer,1,banner,1,23.191200000000002
6,New,computer,1,banner,2,27.655200000000004
6,New,computer,1,banner,3,27.288
6,New,computer,1,banner,4,32.284800000000004
6,New,computer,12,banner,1,26.964000000000006
6,New,computer,12,banner,2,25.531200000000002
6,New,computer,12,banner,3,22.932000000000002
6,New,computer,12,banner,4,13.867200000000004
6,New,computer,5,banner,1,27.828
6,New,computer,5,banner,2,12.4848
6,New,computer,5,banner,3,23.8608
6,New,computer,5,banner,4,16.8768
6,New,computer,5,embedded,1,37.17
6,New,computer,5,embedded,2,30.52
6,New,computer,5,embedded,3,32.51
6,New,computer,5,embedded,4,29.12
6,New,computer,8,pop-up,1,57.85780000000001
6,New,computer,8,pop-up,2,58.98750000000001
6,New,computer,8,pop-up,3,45.831500000000005
6,New,computer,8,pop-up,4,67.92500000000001
6,New,computer,7,banner,1,23.5944
6,New,computer,7,banner,2,21.787200000000002
6,New,computer,7,banner,3,19.836000000000002
6,New,computer,7,banner,4,19.706400000000002
6,New,computer,24,embedded,1,47.48
6,New,computer,24,embedded,2,39.41
6,New,computer,24,embedded,3,43.29
6,New,computer,24,embedded,4,42.59
6,New,computer,4,pop-up,1,50.479
6,New,computer,4,pop-up,2,51.27980000000001
6,New,computer,4,pop-up,3,70.499
6,New,computer,4,pop-up,4,44.0583
6,New,computer,7,pop-up,1,64.32140000000001
6,New,computer,7,pop-up,2,59.64530000000001
6,New,computer,7,pop-up,3,58.77300000000001
6,New,computer,7,pop-up,4,58.5871
6,New,computer,6,pop-up,1,58.77300000000001
6,New,computer,6,pop-up,2,59.43080000000001
6,New,computer,6,pop-up,3,52.03770000000001
6,New,computer,6,pop-up,4,56.72810000000001
6,New,computer,8,embedded,1,34.46
6,New,computer,8,embedded,2,40.13
6,New,computer,8,embedded,3,32.18
6,New,computer,8,embedded,4,43.73
7,New,computer,7,embedded,1,49.01
7,New,computer,7,embedded,2,46.29
7,New,computer,7,embedded,3,37.14
7,New,computer,7,embedded,4,42.82
7,New,computer,4,embedded,1,47.22
7,New,computer,4,embedded,2,35.24
7,New,computer,4,embedded,3,47.22
7,New,computer,4,embedded,4,43.15
7,New,computer,4,banner,1,29.311200000000003
7,New,computer,4,banner,2,27.5472
7,New,computer,4,banner,3,29.8368
7,New,computer,4,banner,4,18.504
7,New,computer,11,embedded,1,40.29
7,New,computer,11,embedded,2,48.35
7,New,computer,11,embedded,3,43.26
7,New,computer,11,embedded,4,44.2
7,New,computer,8,embedded,1,46.14
7,New,computer,8,embedded,2,41.12
7,New,computer,8,embedded,3,45.03
7,New,computer,8,embedded,4,38.85
7,New,computer,8,embedded,1,41.96
7,New,computer,8,embedded,2,42.27
7,New,computer,8,embedded,3,38.51
7,New,computer,8,embedded,4,43.51
7,New,computer,3,banner,1,35.5608
7,New,computer,3,banner,2,28.980000000000004
7,New,computer,3,banner,3,30.5712
7,New,computer,3,banner,4,22.7664
7,New,computer,18,pop-up,1,76.33340000000001
7,New,computer,18,pop-up,2,79.09330000000001
7,New,computer,18,pop-up,3,80.22300000000001
7,New,computer,18,pop-up,4,61.83320000000001
7,New,computer,9,pop-up,1,68.8974
7,New,computer,9,pop-up,2,61.64730000000001
7,New,computer,9,pop-up,3,62.60540000000001
7,New,computer,9,pop-up,4,81.367
7,New,computer,4,pop-up,1,76.54790000000001
7,New,computer,4,pop-up,2,68.52560000000001
7,New,computer,4,pop-up,3,80.3374
7,New,computer,4,pop-up,4,66.7238
7,New,computer,11,embedded,1,40.43
7,New,computer,11,embedded,2,51.15
7,New,computer,11,embedded,3,42.5
7,New,computer,11,embedded,4,52.76
7,New,computer,1,embedded,1,47.63
7,New,computer,1,embedded,2,52.21
7,New,computer,1,embedded,3,40.17
7,New,computer,1,embedded,4,48.36
7,New,computer,18,pop-up,1,61.146800000000006
7,New,computer,18,pop-up,2,72.24360000000001
7,New,computer,18,pop-up,3,81.30980000000001
7,New,computer,18,pop-up,4,67.9393
7,New,computer,8,banner,1,27.7632
7,New,computer,8,banner,2,26.8488
7,New,computer,8,banner,3,25.632
7,New,computer,8,banner,4,24.012
7,New,computer,1,banner,1,34.92
7,New,computer,1,banner,2,26.496
7,New,computer,1,banner,3,34.7904
7,New,computer,1,banner,4,29.908800000000003
8,New,computer,1,embedded,1,53.56
8,New,computer,1,embedded,2,49.72
8,New,computer,1,embedded,3,48.77
8,New,computer,1,embedded,4,46.84
8,New,computer,13,pop-up,1,74.10260000000001
8,New,computer,13,pop-up,2,64.3786
8,New,computer,13,pop-up,3,70.6992
8,New,computer,13,pop-up,4,73.3876
8,New,computer,4,pop-up,1,75.5755
8,New,computer,4,pop-up,2,58.40120000000001
8,New,computer,4,pop-up,3,92.16350000000001
8,New,computer,4,pop-up,4,63.53490000000001
8,New,computer,27,pop-up,1,80.99520000000001
8,New,computer,27,pop-up,2,65.8658
8,New,computer,27,pop-up,3,79.30780000000001
8,New,computer,27,pop-up,4,73.5163
8,New,computer,22,embedded,1,49.67
8,New,computer,22,embedded,2,49.98
8,New,computer,22,embedded,3,49.5
8,New,computer,22,embedded,4,47.35
8,New,computer,17,embedded,1,50.26
8,New,computer,17,embedded,2,52.05
8,New,computer,17,embedded,3,51.14
8,New,computer,17,embedded,4,46.3
8,New,computer,5,pop-up,1,81.49570000000001
8,New,computer,5,pop-up,2,65.16510000000001
8,New,computer,5,pop-up,3,65.66560000000001
8,New,tablet,5,pop-up,4,72.24360000000001
8,New,tablet,15,banner,1,23.479200000000002
8,New,tablet,15,banner,2,41.23440000000001
8,New,tablet,15,banner,3,26.870400000000004
8,New,tablet,15,banner,4,29.6784
8,New,tablet,1,banner,1,28.6056
8,New,tablet,1,banner,2,36.216
8,New,tablet,1,banner,3,28.9152
8,New,tablet,1,banner,4,29.7864
8,New,tablet,24,embedded,1,54.79
8,New,tablet,24,embedded,2,52.39
8,New,tablet,24,embedded,3,42.15
8,New,tablet,24,embedded,4,49.63
8,New,tablet,1,pop-up,1,78.5785
8,New,tablet,1,pop-up,2,79.7654
8,New,tablet,1,pop-up,3,66.48070000000001
8,New,tablet,1,pop-up,4,81.28120000000001
8,New,tablet,9,embedded,1,48.06
8,New,tablet,9,embedded,2,51.09
8,New,tablet,9,embedded,3,44.19
8,New,tablet,9,embedded,4,49.52
9,New,tablet,3,pop-up,1,93.10730000000001
9,New,tablet,3,pop-up,2,77.7634
9,New,tablet,3,pop-up,3,81.71020000000001
9,New,tablet,3,pop-up,4,71.3713
9,New,tablet,9,banner,1,35.1072
9,New,tablet,9,banner,2,31.7808
9,New,tablet,9,banner,3,41.832
9,New,tablet,9,banner,4,31.7952
9,New,tablet,10,embedded,1,44.66
9,New,tablet,10,embedded,2,53.78
9,New,tablet,10,embedded,3,43.91
9,New,tablet,10,embedded,4,52.41
9,New,tablet,1,pop-up,1,72.2722
9,New,tablet,1,pop-up,2,83.55490000000002
9,New,tablet,1,pop-up,3,85.47110000000002
9,New,tablet,1,pop-up,4,86.42920000000001
9,New,tablet,6,embedded,1,50.94
9,New,tablet,6,embedded,2,49.38
9,New,tablet,6,embedded,3,63.98
9,New,tablet,6,embedded,4,45.84
9,New,tablet,5,embedded,1,51.01
9,New,tablet,5,embedded,2,56.16
9,New,tablet,5,embedded,3,45.77
9,New,tablet,5,embedded,4,46.47
9,New,tablet,1,banner,1,33.13440000000001
9,New,tablet,1,banner,2,36.784800000000004
9,New,tablet,1,banner,3,37.2096
9,New,tablet,1,banner,4,40.2552
9,New,tablet,20,embedded,1,55.9
9,New,tablet,20,embedded,2,59.8
9,New,tablet,20,embedded,3,60.97
9,New,tablet,20,embedded,4,64.14
9,New,tablet,9,embedded,1,39.98
9,New,tablet,9,embedded,2,54.58
9,New,tablet,9,embedded,3,52.64
9,New,tablet,9,embedded,4,45.43
9,New,tablet,13,pop-up,1,70.499
9,New,tablet,13,pop-up,2,88.37400000000001
9,New,tablet,13,pop-up,3,82.94
9,New,tablet,13,pop-up,4,78.936
10,Active,tablet,7,banner,1,38.7072
10,Active,tablet,7,banner,2,28.3392
10,Active,tablet,7,banner,3,33.98400000000001
10,Active,tablet,7,banner,4,38.6352
10,Active,tablet,1,pop-up,1,67.683
10,Active,tablet,1,pop-up,2,65.087
10,Active,tablet,1,pop-up,3,70.10300000000001
10,Active,tablet,1,pop-up,4,67.947
10,Active,tablet,7,embedded,1,87.17519999999999
10,Active,tablet,7,embedded,2,85.9656
10,Active,tablet,7,embedded,3,91.27439999999999
10,Active,tablet,7,embedded,4,84.084
10,Active,tablet,10,banner,1,36.784800000000004
10,Active,tablet,10,banner,2,39.470400000000005
10,Active,tablet,10,banner,3,31.795200000000005
10,Active,tablet,10,banner,4,38.844
10,Active,tablet,2,embedded,1,91.29119999999999
10,Active,tablet,2,embedded,2,101.2032
10,Active,tablet,2,embedded,3,94.73519999999998
10,Active,tablet,2,embedded,4,97.99439999999998
10,Active,tablet,13,banner,1,36.9072
10,Active,tablet,13,banner,2,37.2456
10,Active,tablet,13,banner,3,36.97200000000001
10,Active,tablet,13,banner,4,30.132000000000005
10,Active,tablet,10,banner,1,32.5512
10,Active,tablet,10,banner,2,39.6144
10,Active,tablet,10,banner,3,32.652
10,Active,tablet,10,banner,4,33.8832
10,Active,tablet,3,banner,1,31.384800000000006
10,Active,tablet,3,banner,2,33.141600000000004
10,Active,tablet,3,banner,3,33.998400000000004
10,Active,tablet,3,banner,4,37.0152
10,Active,tablet,1,pop-up,1,64.009
10,Active,tablet,1,pop-up,2,68.992
10,Active,tablet,1,pop-up,3,73.32600000000001
10,Active,tablet,1,pop-up,4,71.126
10,Active,tablet,1,pop-up,1,72.974
10,Active,tablet,1,pop-up,2,66.64900000000002
10,Active,tablet,1,pop-up,3,68.14500000000001
10,Active,tablet,1,pop-up,4,74.62400000000001
10,Active,tablet,1,banner,1,39.88080000000001
10,Active,tablet,1,banner,2,35.3952
10,Active,tablet,1,banner,3,41.947199999999995
10,Active,tablet,1,banner,4,34.6464
10,Active,tablet,6,banner,1,35.985600000000005
10,Active,tablet,6,banner,2,32.284800000000004
10,Active,tablet,6,banner,3,39.6864
10,Active,tablet,6,banner,4,34.099199999999996
10,Active,tablet,24,pop-up,1,68.563
10,Active,tablet,24,pop-up,2,59.048
10,Active,tablet,24,pop-up,3,68.607
10,Active,tablet,24,pop-up,4,69.938
10,Active,tablet,9,banner,1,32.184000000000005
10,Active,tablet,9,banner,2,31.2768
10,Active,tablet,9,banner,3,37.699200000000005
10,Active,tablet,9,banner,4,33.048
10,Active,tablet,3,pop-up,1,58.861000000000004
10,Active,tablet,3,pop-up,2,54.736000000000004
10,Active,tablet,3,pop-up,3,75.141
10,Active,tablet,3,pop-up,4,72.71
10,Active,tablet,7,banner,1,31.3992
10,Active,tablet,7,banner,2,33.264
10,Active,tablet,7,banner,3,37.09440000000001
10,Active,tablet,7,banner,4,35.7912
10,Active,tablet,14,embedded,1,89.88
10,Active,tablet,14,embedded,2,94.6512
10,Active,tablet,14,embedded,3,87.0744
10,Active,tablet,14,embedded,4,84.336
10,Active,tablet,6,pop-up,1,54.582
10,Active,tablet,6,pop-up,2,68.79400000000001
10,Active,tablet,6,pop-up,3,55.121
10,Active,tablet,6,pop-up,4,67.793
10,Active,tablet,2,pop-up,1,65.857
10,Active,tablet,2,pop-up,2,69.289
10,Active,tablet,2,pop-up,3,62.92000000000001
10,Active,tablet,2,pop-up,4,70.77400000000002
10,Active,tablet,14,banner,1,36.144
10,Active,tablet,14,banner,2,32.940000000000005
10,Active,tablet,14,banner,3,31.888800000000003
10,Active,tablet,14,banner,4,35.5752
